plant_ID,root associated,root_length_cm,length_longest_leaf_cm,petiole_longest_leaf_cm,width_longest_leaf_cm,leaves_number,eaten_leaves,temperature_C,petiole-length-ratio,length-width-ratio,longitude_GMS,latitude_GMS,altitude,date,time,comments,season,year,location,petiole_length_ratio,aspect_ratio
5,NA,NA,0.725,0.193,0.496,11,n,4.4,0.266206896551724,1.4616935483871,NA,NA,NA,NA,NA,NA,Winter,2021,Spiekeroog,0.266206896551724,0.684137931034483
6,NA,NA,0.726,0.241,0.4,12,n,4.3,0.331955922865014,1.815,NA,NA,NA,NA,NA,NA,Winter,2021,Spiekeroog,0.331955922865014,0.550964187327824
7,NA,NA,0.406,0.13,0.291,12,n,4.3,0.320197044334975,1.39518900343643,NA,NA,NA,NA,NA,NA,Winter,2021,Spiekeroog,0.320197044334975,0.716748768472906
8,NA,NA,0.421,0.139,0.277,10,n,4.3,0.330166270783848,1.51985559566787,NA,NA,NA,NA,NA,NA,Winter,2021,Spiekeroog,0.330166270783848,0.657957244655582
9,NA,NA,0.618,0.23,0.305,10,n,4.4,0.372168284789644,2.02622950819672,NA,NA,NA,NA,NA,NA,Winter,2021,Spiekeroog,0.372168284789644,0.493527508090615
10,NA,NA,0.66,0.242,0.313,10,n,NA,0.366666666666667,2.10862619808307,NA,NA,NA,NA,NA,temp. Nicht erkennbar,Winter,2021,Oldenburg,0.366666666666667,0.474242424242424
11,NA,NA,1.099,0.488,0.443,10,n,5.6,0.444040036396724,2.48081264108352,NA,NA,NA,NA,NA,NA,Winter,2021,Oldenburg,0.444040036396724,0.403093721565059
16,12,4.125,0.699,0.148,0.372,8,n,3,0.21173104434907,1.87903225806452,NA,NA,NA,NA,NA,NA,Winter,2021,Spiekeroog,0.21173104434907,0.532188841201717
19,NA,NA,0.755,0.312,0.318,9,n,4.4,0.413245033112583,2.37421383647799,NA,NA,NA,NA,NA,NA,Winter,2021,Oldenburg,0.413245033112583,0.421192052980132
21,NA,NA,1.05,0.481,0.475,10,n,5.1,0.458095238095238,2.21052631578947,NA,NA,NA,NA,NA,NA,Winter,2021,Oldenburg,0.458095238095238,0.452380952380952
23,NA,NA,0.724,0.226,0.314,9,n,5,0.312154696132597,2.30573248407643,NA,NA,NA,NA,NA,NA,Winter,2021,Oldenburg,0.312154696132597,0.433701657458564
25,NA,NA,0.923,0.379,0.511,9,y,4.9,0.410617551462622,1.80626223091977,NA,NA,NA,NA,NA,angefressen,Winter,2021,Oldenburg,0.410617551462622,0.553629469122427
26,NA,NA,0.441,0.18,0.233,7,n,3.3,0.408163265306123,1.89270386266094,NA,NA,NA,2021-12-06,1899-12-31 11:16:00,2 temp. Angegeben,Winter,2021,Oldenburg,0.408163265306122,0.528344671201814
27,NA,NA,0.542,0.172,0.302,13,n,4,0.317343173431734,1.79470198675497,NA,NA,NA,NA,NA,bild 008,Winter,2021,Spiekeroog,0.317343173431734,0.557195571955719
33,NA,NA,0.723,0.302,0.289,12,y,4.8,0.417704011065007,2.50173010380623,8.16589166666667,53.1520666666667,49.286,2021-12-08,1899-12-31 15:46:00,raue oberfläche, etwas angefressen, zahnige Blätter,Winter,2021,Oldenburg,0.417704011065007,0.399723374827109
36,NA,NA,0.444,0.199,0.248,7,n,5.1,0.448198198198198,1.79032258064516,NA,NA,NA,NA,NA,NA,Winter,2021,Oldenburg,0.448198198198198,0.558558558558559
37,4,4.7,0.752,0.28,0.335,12,n,3.2,0.372340425531915,2.24477611940299,NA,NA,NA,NA,NA,NA,Winter,2021,Spiekeroog,0.372340425531915,0.445478723404255
43,NA,NA,0.821,0.244,0.36,12,n,5.2,0.297198538367844,2.28055555555556,NA,NA,NA,NA,NA,NA,Winter,2021,Spiekeroog,0.297198538367844,0.438489646772229
44,NA,NA,0.609,0.32,0.278,7,n,3.1,0.525451559934319,2.19064748201439,NA,NA,NA,2021-12-06,1899-12-31 11:09:00,wächst halb unter/am Rande eines gegenstands,Winter,2021,Oldenburg,0.525451559934319,0.456486042692939
45,NA,NA,0.822,0.317,0.369,11,y,4.7,0.385644768856448,2.22764227642276,NA,NA,NA,NA,NA,einige blätter etwas angefressen,Winter,2021,Oldenburg,0.385644768856448,0.448905109489051
47,NA,NA,0.566,0.171,0.263,9,n,4.4,0.302120141342756,2.15209125475285,8.16566944444445,53.152,29.518,2021-12-08,1899-12-31 15:41:00,NA,Winter,2021,Oldenburg,0.302120141342756,0.464664310954064
48,NA,NA,NA,NA,NA,NA,NA,4.4,NA,NA,NA,NA,NA,NA,NA,Pflanze nict auf bild zu sehen,Winter,2021,Spiekeroog,NA,NA
49,NA,NA,0.532,0.17,0.322,8,n,5,0.319548872180451,1.65217391304348,NA,NA,NA,NA,NA,NA,Winter,2021,Spiekeroog,0.319548872180451,0.605263157894737
50,NA,NA,0.835,0.321,0.429,10,n,4.3,0.384431137724551,1.94638694638695,NA,NA,NA,NA,NA,NA,Winter,2021,Spiekeroog,0.384431137724551,0.51377245508982
51,14,5.35,0.702,0.291,0.35,14,n,3.7,0.414529914529915,2.00571428571429,NA,NA,NA,NA,NA,NA,Winter,2021,Spiekeroog,0.414529914529915,0.498575498575499
52,NA,NA,0.55,0.173,0.229,10,n,5.2,0.314545454545455,2.40174672489083,NA,NA,NA,NA,NA,NA,Winter,2021,Oldenburg,0.314545454545455,0.416363636363636
53,NA,NA,0.862,0.299,0.497,12,n,4.2,0.346867749419954,1.73440643863179,NA,NA,NA,NA,NA,NA,Winter,2021,Spiekeroog,0.346867749419954,0.576566125290023
56,NA,NA,0.469,0.156,0.234,7,y,5.2,0.332622601279318,2.0042735042735,NA,NA,NA,NA,NA,eins der blätter scheinbar kaputt,Winter,2021,Oldenburg,0.332622601279318,0.498933901918977
58,NA,NA,0.383,0.147,0.184,9,n,2.8,0.383812010443864,2.08152173913044,NA,NA,NA,2021-12-06,1899-12-31 11:12:00,NA,Winter,2021,Oldenburg,0.383812010443864,0.480417754569191
59,NA,NA,0.686,0.29,0.251,13,n,4.2,0.422740524781341,2.73306772908367,NA,NA,NA,NA,NA,NA,Winter,2021,Spiekeroog,0.422740524781341,0.365889212827988
60,NA,NA,0.703,0.224,0.32,9,n,5.2,0.318634423897582,2.196875,NA,NA,NA,NA,NA,NA,Winter,2021,Oldenburg,0.318634423897582,0.455192034139403
62,NA,NA,0.506,0.131,0.313,7,n,4.1,0.258893280632411,1.61661341853035,NA,NA,NA,NA,NA,NA,Winter,2021,Spiekeroog,0.258893280632411,0.618577075098814
65,46,3.988,0.978,0.292,0.477,13,n,3.4,0.298568507157464,2.05031446540881,NA,NA,NA,NA,NA,NA,Winter,2021,Spiekeroog,0.298568507157464,0.487730061349693
66,24,3.152,0.439,0.175,0.301,9,n,3.5,0.398633257403189,1.45847176079734,NA,NA,NA,NA,NA,NA,Winter,2021,Spiekeroog,0.398633257403189,0.685649202733485
67,NA,NA,0.733,0.282,0.34,13,n,2.5,0.384720327421555,2.15588235294118,NA,NA,NA,NA,NA,NA,Winter,2021,Oldenburg,0.384720327421555,0.463847203274216
70,NA,NA,0.866,0.408,0.416,10,n,5,0.471131639722864,2.08173076923077,NA,NA,NA,NA,NA,NA,Winter,2021,Oldenburg,0.471131639722864,0.480369515011547
71,NA,NA,0.826,0.383,0.355,10,n,2.7,0.463680387409201,2.32676056338028,NA,NA,NA,2021-12-06,1899-12-31 11:05:00,NA,Winter,2021,Oldenburg,0.463680387409201,0.429782082324455
74,NA,NA,1.152,0.446,0.636,11,n,5.1,0.387152777777778,1.81132075471698,NA,NA,NA,NA,NA,NA,Winter,2021,Oldenburg,0.387152777777778,0.552083333333333
75,NA,NA,0.514,0.183,0.301,7,n,6,0.356031128404669,1.70764119601329,NA,NA,NA,NA,NA,NA,Winter,2021,Oldenburg,0.356031128404669,0.585603112840467
77,NA,NA,0.733,0.284,0.356,16,y,4.5,0.387448840381992,2.05898876404494,8.16580555555556,53.1520944444444,41.712,2021-12-08,1899-12-31 15:42:00,leicht angefressen, viele blätter,Winter,2021,Oldenburg,0.387448840381992,0.485675306957708
78,38,2.946,0.714,0.26,0.336,10,n,3.2,0.364145658263305,2.125,NA,NA,NA,NA,NA,NA,Winter,2021,Spiekeroog,0.364145658263305,0.470588235294118
79,NA,NA,1.012,0.38,0.404,10,n,4.4,0.375494071146245,2.50495049504951,8.16585277777778,53.1520388888889,41.472,2021-12-08,1899-12-31 15:36:00,NA,Winter,2021,Oldenburg,0.375494071146245,0.399209486166008
80,NA,NA,1.07,0.429,0.503,12,n,4.5,0.400934579439252,2.1272365805169,NA,NA,NA,NA,NA,viele zähne an blättern,Winter,2021,Spiekeroog,0.400934579439252,0.470093457943925
81,NA,NA,0.726,0.329,0.333,9,n,5.6,0.453168044077135,2.18018018018018,NA,NA,NA,NA,NA,NA,Winter,2021,Oldenburg,0.453168044077135,0.458677685950413
82,69,2.83,0.591,0.231,0.224,10,n,3.2,0.390862944162437,2.63839285714286,NA,NA,NA,NA,NA,NA,Winter,2021,Spiekeroog,0.390862944162437,0.379018612521151
83,55,4.829,0.647,0.242,0.271,10,n,3.9,0.37403400309119,2.38745387453875,NA,NA,NA,NA,NA,NA,Winter,2021,Spiekeroog,0.37403400309119,0.418856259659969
85,NA,NA,0.665,0.203,0.419,11,n,4.5,0.305263157894737,1.58711217183771,NA,NA,NA,NA,NA,NA,Winter,2021,Spiekeroog,0.305263157894737,0.630075187969925
86,NA,NA,0.662,0.267,0.319,11,n,3,0.403323262839879,2.07523510971787,NA,NA,NA,2021-12-06,1899-12-31 11:06:00,NA,Winter,2021,Oldenburg,0.403323262839879,0.481873111782477
87,20,5.096,0.76,0.32,0.386,13,n,3.5,0.421052631578947,1.96891191709845,NA,NA,NA,NA,NA,NA,Winter,2021,Spiekeroog,0.421052631578947,0.507894736842105
88,72,4.495,0.732,0.316,0.356,10,n,3.3,0.431693989071038,2.0561797752809,NA,NA,NA,NA,NA,NA,Winter,2021,Spiekeroog,0.431693989071038,0.486338797814208
89,NA,NA,0.639,0.219,0.415,10,n,4.3,0.342723004694836,1.53975903614458,NA,NA,NA,NA,NA,NA,Winter,2021,Spiekeroog,0.342723004694836,0.649452269170579
90,NA,NA,0.807,0.374,0.36,13,n,1.9,0.463444857496902,2.24166666666667,NA,NA,NA,2021-12-06,1899-12-31 11:13:00,lange petiolen,Winter,2021,Oldenburg,0.463444857496902,0.446096654275093
93,39,4.654,1.147,0.435,0.432,10,n,3.6,0.379250217959895,2.65509259259259,NA,NA,NA,NA,NA,NA,Winter,2021,Spiekeroog,0.379250217959895,0.376634699215344
94,NA,NA,0.625,0.228,0.327,9,n,4.3,0.3648,1.91131498470948,NA,NA,NA,NA,NA,NA,Winter,2021,Spiekeroog,0.3648,0.5232
95,NA,NA,0.672,0.233,0.365,13,n,4.2,0.346726190476191,1.84109589041096,NA,NA,NA,NA,NA,NA,Winter,2021,Spiekeroog,0.34672619047619,0.543154761904762
96,NA,NA,0.472,0.148,0.243,9,n,4.7,0.313559322033898,1.94238683127572,NA,NA,NA,NA,NA,NA,Winter,2021,Oldenburg,0.313559322033898,0.514830508474576
97,40,3.185,0.789,0.418,0.245,11,n,3.1,0.5297845373891,3.22040816326531,NA,NA,NA,NA,NA,NA,Winter,2021,Spiekeroog,0.5297845373891,0.310519645120406
98,31,3.869,0.837,0.313,0.326,10,n,3.5,0.373954599761051,2.56748466257669,NA,NA,NA,NA,NA,NA,Winter,2021,Spiekeroog,0.373954599761051,0.389486260454002
99,NA,NA,0.682,0.224,0.29,13,n,4.7,0.328445747800587,2.35172413793104,8.16580277777778,53.1520611111111,45.522,2021-12-08,1899-12-31 15:39:00,NA,Winter,2021,Oldenburg,0.328445747800586,0.425219941348974
100,NA,NA,0.668,0.253,0.328,8,n,4.9,0.37874251497006,2.03658536585366,NA,NA,NA,NA,NA,NA,Winter,2021,Oldenburg,0.37874251497006,0.491017964071856
101,NA,NA,0.615,0.223,0.373,11,y,3.8,0.36260162601626,1.64879356568365,7.72273583333333,53.7742472222222,5.939,2021-12-07,1899-12-31 10:58:00,mit viel sand bedeckt, etwas angefressen,Winter,2021,Spiekeroog,0.36260162601626,0.60650406504065
102,NA,NA,0.609,0.217,0.287,12,n,3.3,0.35632183908046,2.1219512195122,7.72272194444444,53.7742722222222,9.141,2021-12-07,1899-12-31 10:36:00,NA,Winter,2021,Spiekeroog,0.35632183908046,0.471264367816092
103,NA,NA,0.82,0.306,0.438,10,n,2.5,0.373170731707317,1.87214611872146,7.72271388888889,53.7743944444444,11.256,2021-12-07,1899-12-31 09:59:00,NA,Winter,2021,Spiekeroog,0.373170731707317,0.534146341463415
104,NA,NA,0.758,0.2,0.467,10,y,0.6,0.263852242744063,1.62312633832976,7.72583583333333,53.7682719444444,7.135,2021-12-07,1899-12-31 09:19:00,gut angefressen,Winter,2021,Spiekeroog,0.263852242744063,0.616094986807388
105,NA,NA,0.671,0.209,0.495,10,n,3.6,0.311475409836066,1.35555555555556,7.72275527777778,53.7743830555556,16.791,2021-12-07,1899-12-31 10:03:00,NA,Winter,2021,Spiekeroog,0.311475409836065,0.737704918032787
106,NA,NA,0.734,0.325,0.432,7,n,3.5,0.442779291553134,1.69907407407407,7.72270555555556,53.7744052777778,8.304,2021-12-07,1899-12-31 10:11:00,pflanze auf bld schwer erkennbar, blattzahl schwer zu,Winter,2021,Spiekeroog,0.442779291553134,0.588555858310627
107,NA,NA,1.068,0.357,0.549,6,n,2.5,0.334269662921348,1.94535519125683,7.7227025,53.7744361111111,11.476,2021-12-07,1899-12-31 09:54:00,2 arabidopsen sehr nah beieinander, schwer auseinander zu halten und sich verdeckend,Winter,2021,Spiekeroog,0.334269662921348,0.514044943820225
108,NA,NA,0.48,0.184,0.23,8,n,0.6,0.383333333333333,2.08695652173913,7.72260555555556,53.7744330555556,6.651,2021-12-06,1899-12-31 16:27:00,NA,Winter,2021,Spiekeroog,0.383333333333333,0.479166666666667
109,NA,NA,0.627,0.251,0.317,10,n,3.3,0.400318979266348,1.97791798107256,7.72275527777778,53.7742580555556,4.726,2021-12-07,1899-12-31 11:10:00,NA,Winter,2021,Spiekeroog,0.400318979266348,0.505582137161085
110,NA,NA,1.194,0.433,0.549,12,n,0.7,0.362646566164154,2.17486338797814,7.72530527777778,53.7684055555556,0.789,2021-12-07,1899-12-31 09:17:00,NA,Winter,2021,Spiekeroog,0.362646566164154,0.459798994974874
111,NA,NA,0.983,0.303,0.475,7,y,-0.4,0.30824008138352,2.06947368421053,7.72520833333333,53.7683552777778,6.296,2021-12-07,1899-12-31 09:14:00,1 blatt abgefressen,Winter,2021,Spiekeroog,0.30824008138352,0.483214649033571
112,NA,NA,0.504,0.165,0.304,9,n,2.9,0.327380952380952,1.65789473684211,7.7227025,53.7744138888889,10.455,2021-12-07,1899-12-31 10:03:00,NA,Winter,2021,Spiekeroog,0.327380952380952,0.603174603174603
113,NA,NA,1.114,0.6,0.489,8,n,1.4,0.538599640933573,2.27811860940695,7.72273888888889,53.7743719444444,0.656,2021-12-06,1899-12-31 16:44:00,Pflanze auf Bild schwer zu erkennen und nicht klar welche pflanze gemeint ist,Winter,2021,Spiekeroog,0.538599640933573,0.438958707360862
114,NA,NA,0.591,0.224,0.302,9,n,3.7,0.379018612521151,1.95695364238411,7.72271083333333,53.7742413888889,10.994,2021-12-07,1899-12-31 10:53:00,NA,Winter,2021,Spiekeroog,0.379018612521151,0.510998307952623
115,NA,NA,1.009,0.278,0.434,12,n,3.5,0.275520317145689,2.32488479262673,7.72273055555556,53.7742722222222,9.905,2021-12-07,1899-12-31 10:33:00,NA,Winter,2021,Spiekeroog,0.275520317145689,0.430128840436075
116,NA,NA,0.953,0.375,0.442,9,n,3.7,0.393494228751312,2.15610859728507,7.72269444444444,53.7744194444444,10.382,2021-12-07,1899-12-31 10:09:00,nicht ganz klar welche geeint ist da 2 sehr nah beieinander,Winter,2021,Spiekeroog,0.393494228751312,0.463798530954879
117,NA,NA,0.672,0.146,0.385,7,n,4,0.217261904761905,1.74545454545455,7.72272194444444,53.7743025,6.819,2021-12-07,1899-12-31 10:24:00,nicht klar ob 1 oder 2 pflanzen, von viel sand bedeckt daher weig sichtbar,Winter,2021,Spiekeroog,0.217261904761905,0.572916666666667
118,NA,NA,1.214,0.464,0.54,17,n,3.8,0.382207578253707,2.24814814814815,7.72518055555556,53.7683219444444,15.328,2021-12-07,1899-12-31 09:08:00,NA,Winter,2021,Spiekeroog,0.382207578253707,0.444810543657331
119,NA,NA,1.245,0.525,0.452,10,y,2.1,0.421686746987952,2.75442477876106,7.7252275,53.7683527777778,5.549,2021-12-07,1899-12-31 09:24:00,gößtes blatt viel größer as der rest, etwas angefressen,Winter,2021,Spiekeroog,0.421686746987952,0.363052208835341
120,NA,NA,0.526,0.205,0.316,9,y,2.7,0.389733840304183,1.66455696202532,7.72524138888889,53.768325,5.138,2021-12-07,1899-12-31 09:25:00,etwas angefressen,Winter,2021,Spiekeroog,0.389733840304182,0.600760456273764
121,NA,NA,1.342,0.762,0.351,10,n,2.7,0.567809239940388,3.82336182336182,7.72269694444444,53.7744305555556,12.613,2021-12-07,1899-12-31 09:58:00,alle Blätter viel Petiole und wenig Spreite,Winter,2021,Spiekeroog,0.567809239940387,0.261549925484352
122,NA,NA,0.889,0.379,0.39,12,y,2.7,0.426321709786277,2.27948717948718,7.72533888888889,53.7682802777778,10.493,2021-12-07,1899-12-31 09:26:00,angefressen,Winter,2021,Spiekeroog,0.426321709786277,0.438695163104612
123,NA,NA,1.029,0.393,0.458,11,y,3.1,0.381924198250729,2.24672489082969,7.72527194444444,53.7683944444444,11.964,2021-12-07,1899-12-31 09:28:00,etwas angefressen,Winter,2021,Spiekeroog,0.381924198250729,0.445092322643343
124,NA,NA,1.007,0.344,0.447,9,y,0.7,0.341608738828203,2.25279642058166,7.71823055555556,53.7682305555556,20.319,2021-12-07,1899-12-31 09:22:00,gut angefressen,Winter,2021,Spiekeroog,0.341608738828203,0.443892750744787
125,NA,NA,0.599,0.26,0.326,9,n,3.9,0.434056761268781,1.83742331288344,7.72271083333333,53.7742219444444,8.791,2021-12-07,1899-12-31 10:54:00,NA,Winter,2021,Spiekeroog,0.434056761268781,0.54424040066778
126,NA,NA,0.709,0.272,0.381,8,n,3.7,0.383638928067701,1.86089238845144,7.72273333333333,53.7742580555556,5.478,2021-12-07,1899-12-31 10:57:00,NA,Winter,2021,Spiekeroog,0.383638928067701,0.53737658674189
127,NA,NA,0.693,0.293,0.314,11,n,2.7,0.422799422799423,2.20700636942675,7.72271083333333,53.7744222222222,11.671,2021-12-07,1899-12-31 10:00:00,NA,Winter,2021,Spiekeroog,0.422799422799423,0.453102453102453
128,NA,NA,1.249,0.476,0.53,18,y,0.1,0.381104883907126,2.35660377358491,7.72523583333333,53.7683636111111,5.169,2021-12-07,1899-12-31 09:16:00,stark angefressen,Winter,2021,Spiekeroog,0.381104883907126,0.424339471577262
129,NA,NA,0.868,0.277,0.503,8,n,3.6,0.319124423963134,1.72564612326044,7.72274138888889,53.7742497222222,5.711,2021-12-07,1899-12-31 10:56:00,mit sand bedeckt,Winter,2021,Spiekeroog,0.319124423963134,0.579493087557604
130,NA,NA,0.946,0.447,0.434,9,n,3.1,0.472515856236787,2.17972350230415,7.72268055555556,53.7743802777778,9.431,2021-12-07,1899-12-31 09:51:00,NA,Winter,2021,Spiekeroog,0.472515856236786,0.45877378435518
131,NA,NA,0.775,0.309,0.375,10,y,3.6,0.398709677419355,2.06666666666667,7.72275527777778,53.7742525,4.708,2021-12-07,1899-12-31 11:09:00,etwas angefressen,Winter,2021,Spiekeroog,0.398709677419355,0.483870967741935
132,NA,NA,1.184,0.636,0.512,9,n,1.4,0.537162162162162,2.3125,7.72273888888889,53.7743719444444,0.656,2021-12-06,1899-12-31 16:44:00,NA,Winter,2021,Spiekeroog,0.537162162162162,0.432432432432432
133,NA,NA,0.843,0.317,0.333,11,n,3.4,0.376037959667853,2.53153153153153,7.72272194444444,53.7742691666667,9.775,2021-12-07,1899-12-31 10:34:00,NA,Winter,2021,Spiekeroog,0.376037959667853,0.395017793594306
134,NA,NA,1.352,0.537,0.521,8,n,1,0.397189349112426,2.59500959692898,7.72524444444444,53.7683861111111,5.039,2021-12-07,1899-12-31 09:13:00,NA,Winter,2021,Spiekeroog,0.397189349112426,0.385355029585799
135,NA,NA,0.801,0.294,0.471,12,n,4.1,0.367041198501873,1.70063694267516,7.72274444444444,53.7742525,6.139,2021-12-07,1899-12-31 10:55:00,NA,Winter,2021,Spiekeroog,0.367041198501873,0.588014981273408
136,NA,NA,1.1,0.424,0.438,11,n,2.7,0.385454545454546,2.51141552511416,7.72274694444444,53.7744444444444,12.182,2021-12-07,1899-12-31 09:53:00,2 pflanzen sehr nah beieinander, daher blätter schwer zu zählen,Winter,2021,Spiekeroog,0.385454545454545,0.398181818181818
137,NA,NA,0.702,0.213,0.391,11,n,1,0.303418803418803,1.79539641943734,NA,NA,NA,NA,NA,2 pflanzen sehr nah beieinander, daher blätter schwer zu zählen,Winter,2021,Spiekeroog,0.303418803418803,0.556980056980057
138,NA,NA,0.89,0.306,0.43,8,n,3.6,0.343820224719101,2.06976744186047,7.72277777777778,53.7742413888889,5.495,2021-12-07,1899-12-31 11:04:00,NA,Winter,2021,Spiekeroog,0.343820224719101,0.48314606741573
139,NA,NA,0.675,0.214,0.431,11,n,1.1,0.317037037037037,1.5661252900232,7.72275527777778,53.7743136111111,5.913,2021-12-06,1899-12-31 16:20:00,NA,Winter,2021,Spiekeroog,0.317037037037037,0.638518518518518
140,NA,NA,0.954,0.466,0.422,6,n,1.1,0.488469601677149,2.26066350710901,7.72275527777778,53.7743136111111,5.913,2021-12-06,1899-12-31 16:20:00,NA,Winter,2021,Spiekeroog,0.488469601677149,0.442348008385744
141,NA,NA,0.618,0.202,0.33,9,n,3.7,0.326860841423948,1.87272727272727,7.72276388888889,53.7742525,4.587,2021-12-07,1899-12-31 11:12:00,NA,Winter,2021,Spiekeroog,0.326860841423948,0.533980582524272
142,NA,NA,0.603,0.225,0.314,7,n,3.1,0.373134328358209,1.9203821656051,7.72266111111111,53.7742222222222,8.952,2021-12-07,1899-12-31 10:27:00,NA,Winter,2021,Spiekeroog,0.373134328358209,0.520729684908789
143,NA,NA,0.826,0.387,0.334,11,n,3.9,0.468523002421308,2.47305389221557,7.72274694444444,53.7742194444444,5.356,2021-12-07,1899-12-31 10:59:00,NA,Winter,2021,Spiekeroog,0.468523002421308,0.404358353510896
144,NA,NA,0.574,0.188,0.296,8,n,3.1,0.327526132404181,1.93918918918919,7.72277194444444,53.7743552777778,1.851,2021-12-06,1899-12-31 16:14:00,NA,Winter,2021,Spiekeroog,0.327526132404181,0.515679442508711
145,NA,NA,0.419,0.167,0.229,10,n,3.9,0.398568019093079,1.82969432314411,7.72276083333333,53.8388888888889,6.285,2021-12-07,1899-12-31 11:02:00,NA,Winter,2021,Spiekeroog,0.398568019093079,0.54653937947494
146,NA,NA,0.576,0.278,0.311,7,n,2.9,0.482638888888889,1.85209003215434,7.72269444444444,53.7744194444444,10.093,2021-12-07,1899-12-31 10:06:00,NA,Winter,2021,Spiekeroog,0.482638888888889,0.539930555555556
147,NA,NA,0.851,0.285,0.422,8,n,3.8,0.334900117508813,2.01658767772512,7.72275277777778,53.7742525,5.489,2021-12-07,1899-12-31 11:05:00,NA,Winter,2021,Spiekeroog,0.334900117508813,0.495887191539366
